id,subject,unit,term,range,question,choice1,choice2,choice3,choice4,choice5,choice6,choice7,choice8,answer,explanation,tags,difficulty,enabled
leap_ja_0880,英語,英単語 LEAP 和訳,2学期,範囲E,次の英単語の意味として最も適切なものを選びなさい: fuss,大騒ぎ,①シミ，汚れ ②～にシミをつける，～を汚す,①（病院などの）予約，（面会の）約束 ②（役職などの）任命，指名,風味，味〈可算〉,～を取り囲む，包囲する,～を明らかにする，暴露する,不安な，胸騒ぎがする,いくぶん,1,fuss は「大騒ぎ」という意味で使われます。,経済,3,true
leap_ja_0881,英語,英単語 LEAP 和訳,2学期,範囲A,次の英単語の意味として最も適切なものを選びなさい: reward,①報酬，褒美 ，懸賞金 ②～に褒美を与える，報いる,①～を染める ②染料,①～に相談する ②（辞書）を引く ③（with ～）（～に）相談する,①香り ②香水,①（音楽，バレエ，ダンスなどで）クラシックの ②古典的な,～を発表する,ためらう,かすかな,1,reward は「①報酬，褒美 ，懸賞金 ②～に褒美を与える，報いる」という意味で使われます。 語源メモ: re-（後ろへ）＋warder（じっと見る）=「見返りを与えること」。,環境,3,true
leap_ja_0882,英語,英単語 LEAP 和訳,2学期,範囲B,次の英単語の意味として最も適切なものを選びなさい: farewell,別れ（のあいさつ）,①（電気の）コンセント ②（販売）店 ③（感情などの）はけ口,①～を登録する，記録する ②（for ～）（授業などに）登録する ③（ホテルなどで）記帳する ④登録（票），登録簿,①（料理などの）材料 ②（何かを達成するための）要因 ③成分,文明,①～を放送する ②（ 1 回の）放送,（to do）（～するのは）気が進まない,①ひょっとすると ②（cannot －）どうしても（～できない）,1,farewell は「別れ（のあいさつ）」という意味で使われます。 語源メモ: fare「旅、過ごす」、well「よい」。,IT,3,true
leap_ja_0883,英語,英単語 LEAP 和訳,2学期,範囲C,次の英単語の意味として最も適切なものを選びなさい: reception,①もてなし，歓迎会 ②（ホテルの）フロント ③受信状況,①昼寝，仮眠 ②昼寝をする，仮眠をとる,①（to ～）（～を）定期購読する，加入している ②（主に否定文で）（to ～）（考えなどを）支持する,①（肉などが）柔らかい ②（愛情があり）優しい ③（皮膚などが）弱い,遺産〈不可算〉,①～を証明する ②（to be ～）～だとわかる,震える,最終的に，ついに,1,reception は「①もてなし，歓迎会 ②（ホテルの）フロント ③受信状況」という意味で使われます。 語源メモ: re-（～の後ろへ）＋capio（取る）。,環境,3,true
leap_ja_0884,英語,英単語 LEAP 和訳,2学期,範囲D,次の英単語の意味として最も適切なものを選びなさい: hospitality,もてなし，歓迎,①目が覚める ②（眠っている人）を起こす,①～を保証する ②保証（期間）,①苦い，つらい ②憤慨して,①台本，脚本 ②（ある言語の）文字 ③（手書きの）文字,～を宣伝する,①自慢する ②（場所や組織が）～を誇りにしている,（not －）必ずしも（～ない）,1,hospitality は「もてなし，歓迎」という意味で使われます。 語源メモ: hospes「客人の保護者」。,IT,3,true
leap_ja_0885,英語,英単語 LEAP 和訳,2学期,範囲E,次の英単語の意味として最も適切なものを選びなさい: portion,①（食事の）1盛り ②（食堂などでの）1人前 ③一部,自動販売機,①～を拭く ②～を一掃する，壊滅させる,通路,話,①～を求める ②（to do）～しようと努める,（of ～）（～に）嫉妬した,率直に,1,portion は「①（食事の）1盛り ②（食堂などでの）1人前 ③一部」という意味で使われます。 語源メモ: per-（分配する）。,経済,3,true
leap_ja_0886,英語,英単語 LEAP 和訳,2学期,範囲A,次の英単語の意味として最も適切なものを選びなさい: laundry,①〈米〉洗濯 ②〈米〉洗濯物 ③クリーニング店（＝a cleaner's）,①食料雑貨店 ②（-ies）食料雑貨類,①（床，地面）を掃く ②（風，波などが）～を押し流す,①足跡，小道 ②（鉄道の）線路，プラットホーム ③～を追跡する,①文学 ②文献 （①②ともに〈不可算〉）,①～を楽しませる ② ～をもてなす,①～を羨ましく思う ② 羨望,皮肉なことに,1,laundry は「①〈米〉洗濯 ②〈米〉洗濯物 ③クリーニング店（＝a cleaner's）」という意味で使われます。 語源メモ: lavo（洗う）。,経済,3,true
leap_ja_0887,英語,英単語 LEAP 和訳,2学期,範囲B,次の英単語の意味として最も適切なものを選びなさい: stain,①シミ，汚れ ②～にシミをつける，～を汚す,①（病院などの）予約，（面会の）約束 ②（役職などの）任命，指名,①（電車などを）乗り換える ②転勤［転校，移籍］する ③（物，活動拠点など）を移す，～を転勤［転属］させる ④（銀行で）～を振り込む,地区,悲劇〈可算〉,～を楽しませる,①叫ぶ，大声をあげる ②叫び，わめき声,その上,1,stain は「①シミ，汚れ ②～にシミをつける，～を汚す」という意味で使われます。 語源メモ: steinn（無機顔料）→stainaz（石）。,環境,3,true
leap_ja_0888,英語,英単語 LEAP 和訳,2学期,範囲C,次の英単語の意味として最も適切なものを選びなさい: dye,①～を染める ②染料,①～に相談する ②（辞書）を引く ③（with ～）（～に）相談する,①離婚する ②～と離婚する ③離婚,①施設，設備 ②能力，器用さ,詩〈不可算〉,～を引きつける，魅了する,①（人）を尊敬する ②（物）を尊重する ③（for ～）（～に対する）尊敬，尊重 ④（in －）点,①さもなければ ② ほかの点では ③ ほかの方法で,1,dye は「①～を染める ②染料」という意味で使われます。 語源メモ: dhewbh-（暗くする）。,IT,3,true
leap_ja_0889,英語,英単語 LEAP 和訳,2学期,範囲D,次の英単語の意味として最も適切なものを選びなさい: outlet,①（電気の）コンセント ②（販売）店 ③（感情などの）はけ口,①～を登録する，記録する ②（for ～）（授業などに）登録する ③（ホテルなどで）記帳する ④登録（票），登録簿,運命，宿命,地下（室）,伝記,～を魅了する，～にとても興味をもたせる,絶望,（of ～）（～とは）無関係に,1,outlet は「①（電気の）コンセント ②（販売）店 ③（感情などの）はけ口」という意味で使われます。 語源メモ: out（外へ）＋let（行かせる）。,環境,3,true
leap_ja_0890,英語,英単語 LEAP 和訳,2学期,範囲E,次の英単語の意味として最も適切なものを選びなさい: nap,①昼寝，仮眠 ②昼寝をする，仮眠をとる,①（to ～）（～を）定期購読する，加入している ②（主に否定文で）（to ～）（考えなどを）支持する,運命,①高さ ②高い所 ③最盛期,①用語，言葉 ②（long［short］などを伴い）期間，学期，任期 ③（be on ～ －s）（～の）間柄（である） ④（複数形）（契約などの）条件,①（be －ed in ～）～に没頭する ②～を吸収する,（特に強い）感情〈可算〉,①～の価値がある ②（－ doing）（～する）価値がある ③ 価値，（～）相当,1,nap は「①昼寝，仮眠 ②昼寝をする，仮眠をとる」という意味で使われます。,IT,3,true
leap_ja_0891,英語,英単語 LEAP 和訳,2学期,範囲A,次の英単語の意味として最も適切なものを選びなさい: wake,①目が覚める ②（眠っている人）を起こす,①～を保証する ②保証（期間）,風味，味〈可算〉,遠い,ことわざ,①好きで ② 懐かしい,①同情 ② 共感,①（調査，人の話など）によれば ②（能力など）に応じて,1,wake は「①目が覚める ②（眠っている人）を起こす」という意味で使われます。,IT,3,true
leap_ja_0892,英語,英単語 LEAP 和訳,2学期,範囲B,次の英単語の意味として最も適切なものを選びなさい: vending machine,自動販売機,①～を拭く ②～を一掃する，壊滅させる,①香り ②香水,①（地理的に）へんぴな ②（時間，関係などが）遠い,流暢な,～をおびえさせる,①残念なこと ②恥,①～を提案する ②（to ～）（～に）結婚を申し込む,1,vending machine は「自動販売機」という意味で使われます。,IT,3,true
leap_ja_0893,英語,英単語 LEAP 和訳,2学期,範囲C,次の英単語の意味として最も適切なものを選びなさい: grocery,①食料雑貨店 ②（-ies）食料雑貨類,①（床，地面）を掃く ②（風，波などが）～を押し流す,①（料理などの）材料 ②（何かを達成するための）要因 ③成分,①（be －d）～に位置している，ある ②～の場所を見つける,①～を翻訳する ②（into ～）（結果として）～に変わる,①～をぎょっとさせる ② 恐怖，不安,（強い）願望，野望,①～を（強く）要求する ②（for ～）（～への）要求，需要,1,grocery は「①食料雑貨店 ②（-ies）食料雑貨類」という意味で使われます。 語源メモ: grosserie（卸売り）→gros（大きい）＋-erie（場所）。,IT,3,true
leap_ja_0894,英語,英単語 LEAP 和訳,2学期,範囲D,次の英単語の意味として最も適切なものを選びなさい: appointment,①（病院などの）予約，（面会の）約束 ②（役職などの）任命，指名,①（電車などを）乗り換える ②転勤［転校，移籍］する ③（物，活動拠点など）を移す，～を転勤［転属］させる ④（銀行で）～を振り込む,①（肉などが）柔らかい ②（愛情があり）優しい ③（皮膚などが）弱い,～を占める,①～を定義する ②～を規定する,～を驚かせる,①自信 ②（in ～）（～に対する）信頼,①願望 ②～を強く望む,1,appointment は「①（病院などの）予約，（面会の）約束 ②（役職などの）任命，指名」という意味で使われます。 語源メモ: -ment「こと」、ment「考える、心、思い」。,経済,3,true
leap_ja_0895,英語,英単語 LEAP 和訳,2学期,範囲E,次の英単語の意味として最も適切なものを選びなさい: consult,①～に相談する ②（辞書）を引く ③（with ～）（～に）相談する,①離婚する ②～と離婚する ③離婚,①苦い，つらい ②憤慨して,～を取り囲む，包囲する,①～を解釈する ②～を通訳する ③通訳する,（長期にわたって）～をいらいらさせる,勇気,①（意見や考えなど）を退ける ②～を解雇する,1,consult は「①～に相談する ②（辞書）を引く ③（with ～）（～に）相談する」という意味で使われます。 語源メモ: com (一緒に) +selere (取る、集まる)。,経済,3,true
leap_ja_0896,英語,英単語 LEAP 和訳,2学期,範囲A,次の英単語の意味として最も適切なものを選びなさい: register,①～を登録する，記録する ②（for ～）（授業などに）登録する ③（ホテルなどで）記帳する ④登録（票），登録簿,運命，宿命,通路,①（音楽，バレエ，ダンスなどで）クラシックの ②古典的な,①～を引用する ② ～に価格を提示する,①～を当惑させる ②難問，パズル,（人，物）を無視する,～を祝福する,1,register は「①～を登録する，記録する ②（for ～）（授業などに）登録する ③（ホテルなどで）記帳する ④登録（票），登録簿」という意味で使われます。 語源メモ: データを後ろに（re-）運んで（gestus）保管すること。,経済,3,true
leap_ja_0897,英語,英単語 LEAP 和訳,2学期,範囲B,次の英単語の意味として最も適切なものを選びなさい: subscribe,①（to ～）（～を）定期購読する，加入している ②（主に否定文で）（to ～）（考えなどを）支持する,運命,①足跡，小道 ②（鉄道の）線路，プラットホーム ③～を追跡する,文明,文字どおりに,① ～を混乱させる，困惑させる ②（A with［and］ B） （A）を（Bと）混同する,（A to B） ①（A）は（B の）おかげだ ②（A）を（B に）借りている,栄光,1,subscribe は「①（to ～）（～を）定期購読する，加入している ②（主に否定文で）（to ～）（考えなどを）支持する」という意味で使われます。 語源メモ: scribe「書く」、sub-「下に、代理、下から上へ」。,経済,3,true
leap_ja_0898,英語,英単語 LEAP 和訳,2学期,範囲C,次の英単語の意味として最も適切なものを選びなさい: guarantee,①～を保証する ②保証（期間）,風味，味〈可算〉,地区,遺産〈不可算〉,①（データなどが）～を示す ②～を指し示す,～をうんざりさせる，退屈させる,①恐怖 ② ～を恐れる ③ ～を心配する,①褒め言葉，賛辞 ②～を褒める,1,guarantee は「①～を保証する ②保証（期間）」という意味で使われます。 語源メモ: garant（保護）。,経済,3,true
leap_ja_0899,英語,英単語 LEAP 和訳,2学期,範囲D,次の英単語の意味として最も適切なものを選びなさい: wipe,①～を拭く ②～を一掃する，壊滅させる,①香り ②香水,①施設，設備 ②能力，器用さ,①台本，脚本 ②（ある言語の）文字 ③（手書きの）文字,～を明らかにする，暴露する,① ～を欲求不満にさせる ②（計画など）を挫折させる,方法,①宴会，祝宴 ②とても楽しいこと，喜ばせるもの,1,"wipe は「①～を拭く ②～を一掃する，壊滅させる」という意味で使われます。 語源メモ: wipjan ""前後に動かす""。",経済,3,true
leap_ja_0900,英語,英単語 LEAP 和訳,2学期,範囲E,次の英単語の意味として最も適切なものを選びなさい: sweep,①（床，地面）を掃く ②（風，波などが）～を押し流す,①（料理などの）材料 ②（何かを達成するための）要因 ③成分,地下（室）,話,～を発表する,～を失望させる,①（情報伝達）手段，媒体，メディア ② 中間の,①～を宣言する ②（税関や税務署で）～を申告する,1,sweep は「①（床，地面）を掃く ②（風，波などが）～を押し流す」という意味で使われます。 語源メモ: swayb-（素早く動かす）。,経済,3,true
leap_ja_0901,英語,英単語 LEAP 和訳,2学期,範囲A,次の英単語の意味として最も適切なものを選びなさい: transfer,①（電車などを）乗り換える ②転勤［転校，移籍］する ③（物，活動拠点など）を移す，～を転勤［転属］させる ④（銀行で）～を振り込む,①（肉などが）柔らかい ②（愛情があり）優しい ③（皮膚などが）弱い,①高さ ②高い所 ③最盛期,①文学 ②文献 （①②ともに〈不可算〉）,①～を放送する ②（ 1 回の）放送,～に恥ずかしい思いをさせる，困惑させる,①手段〈単複同形〉 ②（特定な表現で）財産，収入,～を（はっきり）示す，実演する,1,transfer は「①（電車などを）乗り換える ②転勤［転校，移籍］する ③（物，活動拠点など）を移す，～を転勤［転属］させる ④（銀行で）～を振り込む」という意味で使われます。 語源メモ: trans「向こう側へ」fer「運ぶ」。,経済,3,true
leap_ja_0902,英語,英単語 LEAP 和訳,2学期,範囲B,次の英単語の意味として最も適切なものを選びなさい: divorce,①離婚する ②～と離婚する ③離婚,①苦い，つらい ②憤慨して,遠い,悲劇〈可算〉,①～を証明する ②（to be ～）～だとわかる,恥ずかしい,程度,①～を強調する ②呼び物，目玉商品，ハイライト,1,divorce は「①離婚する ②～と離婚する ③離婚」という意味で使われます。 語源メモ: dis?（ばらばらに）＋verto（向きを変える）。,IT,3,true
leap_ja_0903,英語,英単語 LEAP 和訳,2学期,範囲C,次の英単語の意味として最も適切なものを選びなさい: fate,運命，宿命,通路,①（地理的に）へんぴな ②（時間，関係などが）遠い,詩〈不可算〉,～を宣伝する,不安な，胸騒ぎがする,極度に，非常に,（暗に）～を意味する，ほのめかす,1,fate は「運命，宿命」という意味で使われます。 語源メモ: fatus（告げられた）。,経済,3,true
leap_ja_0904,英語,英単語 LEAP 和訳,2学期,範囲D,次の英単語の意味として最も適切なものを選びなさい: destiny,運命,①足跡，小道 ②（鉄道の）線路，プラットホーム ③～を追跡する,①（be －d）～に位置している，ある ②～の場所を見つける,伝記,①～を求める ②（to do）～しようと努める,ためらう,①全体の ②（a －）まったくの ③合計,～を暗唱する,1,destiny は「運命」という意味で使われます。 語源メモ: de-（強調）＋stano（立てる）「定め」。,環境,3,true
leap_ja_0905,英語,英単語 LEAP 和訳,2学期,範囲E,次の英単語の意味として最も適切なものを選びなさい: flavor,風味，味〈可算〉,地区,～を占める,①用語，言葉 ②（long［short］などを伴い）期間，学期，任期 ③（be on ～ －s）（～の）間柄（である） ④（複数形）（契約などの）条件,①～を楽しませる ② ～をもてなす,（to do）（～するのは）気が進まない,①大部分は ②主に,①光線 ②放射線 ③（a － of）一縷の，わずかな,1,flavor は「風味，味〈可算〉」という意味で使われます。 語源メモ: flo（吹く）＋-tor（もの）。,経済,3,true
leap_ja_0906,英語,英単語 LEAP 和訳,2学期,範囲A,次の英単語の意味として最も適切なものを選びなさい: perfume,①香り ②香水,①施設，設備 ②能力，器用さ,～を取り囲む，包囲する,ことわざ,～を楽しませる,震える,適度な，節度のある,放射線,1,perfume は「①香り ②香水」という意味で使われます。 語源メモ: per-「貫き通す、徹底的に」。,環境,3,true
leap_ja_0907,英語,英単語 LEAP 和訳,2学期,範囲B,次の英単語の意味として最も適切なものを選びなさい: ingredient,①（料理などの）材料 ②（何かを達成するための）要因 ③成分,地下（室）,①（音楽，バレエ，ダンスなどで）クラシックの ②古典的な,流暢な,～を引きつける，魅了する,①自慢する ②（場所や組織が）～を誇りにしている,いくぶん,研究室，研究所,1,ingredient は「①（料理などの）材料 ②（何かを達成するための）要因 ③成分」という意味で使われます。 語源メモ: in-（～の中に）＋gradior（歩いて行く）。,環境,3,true
leap_ja_0908,英語,英単語 LEAP 和訳,2学期,範囲C,次の英単語の意味として最も適切なものを選びなさい: tender,①（肉などが）柔らかい ②（愛情があり）優しい ③（皮膚などが）弱い,①高さ ②高い所 ③最盛期,文明,①～を翻訳する ②（into ～）（結果として）～に変わる,～を魅了する，～にとても興味をもたせる,（of ～）（～に）嫉妬した,かすかな,酸素,1,tender は「①（肉などが）柔らかい ②（愛情があり）優しい ③（皮膚などが）弱い」という意味で使われます。 語源メモ: tend「伸ばす」。,環境,3,true
leap_ja_0909,英語,英単語 LEAP 和訳,2学期,範囲D,次の英単語の意味として最も適切なものを選びなさい: bitter,①苦い，つらい ②憤慨して,遠い,遺産〈不可算〉,①～を定義する ②～を規定する,①（be －ed in ～）～に没頭する ②～を吸収する,①～を羨ましく思う ② 羨望,①ひょっとすると ②（cannot －）どうしても（～できない）,分子,1,bitter は「①苦い，つらい ②憤慨して」という意味で使われます。 語源メモ: bitraz（苦い）→?bitana（噛む）。,経済,3,true
leap_ja_0910,英語,英単語 LEAP 和訳,2学期,範囲E,次の英単語の意味として最も適切なものを選びなさい: aisle,通路,①（地理的に）へんぴな ②（時間，関係などが）遠い,①台本，脚本 ②（ある言語の）文字 ③（手書きの）文字,①～を解釈する ②～を通訳する ③通訳する,①好きで ② 懐かしい,①叫ぶ，大声をあげる ②叫び，わめき声,最終的に，ついに,①化合物 ②複合的な,1,aisle は「通路」という意味で使われます。 語源メモ: ?la 「翼」。,IT,3,true
leap_ja_0911,英語,英単語 LEAP 和訳,2学期,範囲A,次の英単語の意味として最も適切なものを選びなさい: track,①足跡，小道 ②（鉄道の）線路，プラットホーム ③～を追跡する,①（be －d）～に位置している，ある ②～の場所を見つける,話,①～を引用する ② ～に価格を提示する,～をおびえさせる,①（人）を尊敬する ②（物）を尊重する ③（for ～）（～に対する）尊敬，尊重 ④（in －）点,（not －）必ずしも（～ない）,①組織 ②ティッシュペーパー,1,track は「①足跡，小道 ②（鉄道の）線路，プラットホーム ③～を追跡する」という意味で使われます。 語源メモ: trac(跡)。,経済,3,true
leap_ja_0912,英語,英単語 LEAP 和訳,2学期,範囲B,次の英単語の意味として最も適切なものを選びなさい: district,地区,～を占める,①文学 ②文献 （①②ともに〈不可算〉）,文字どおりに,①～をぎょっとさせる ② 恐怖，不安,絶望,率直に,①細胞 ②電池 ③独房 （①②③いずれも〈可算〉),1,district は「地区」という意味で使われます。 語源メモ: dis-（強調）＋stringo（圧迫する；きつく締める）。,環境,3,true
leap_ja_0913,英語,英単語 LEAP 和訳,2学期,範囲C,次の英単語の意味として最も適切なものを選びなさい: facility,①施設，設備 ②能力，器用さ,～を取り囲む，包囲する,悲劇〈可算〉,①（データなどが）～を示す ②～を指し示す,～を驚かせる,（特に強い）感情〈可算〉,皮肉なことに,遺伝子〈可算〉,1,facility は「①施設，設備 ②能力，器用さ」という意味で使われます。 語源メモ: 何かを実行（facio）可能（-ilis）にするもの（-itas）。,IT,3,true
leap_ja_0914,英語,英単語 LEAP 和訳,2学期,範囲D,次の英単語の意味として最も適切なものを選びなさい: basement,地下（室）,①（音楽，バレエ，ダンスなどで）クラシックの ②古典的な,詩〈不可算〉,～を明らかにする，暴露する,（長期にわたって）～をいらいらさせる,①同情 ② 共感,その上,①固体の ②ぎっしり詰まった ③固体,1,basement は「地下（室）」という意味で使われます。 語源メモ: -ment「こと」、base「行く、土台」、ment「考える、心、思い」。,IT,3,true
leap_ja_0915,英語,英単語 LEAP 和訳,2学期,範囲E,次の英単語の意味として最も適切なものを選びなさい: height,①高さ ②高い所 ③最盛期,文明,伝記,～を発表する,①～を当惑させる ②難問，パズル,①残念なこと ②恥,①さもなければ ② ほかの点では ③ ほかの方法で,①（月などの）衛星 ②人工衛星,1,height は「①高さ ②高い所 ③最盛期」という意味で使われます。 語源メモ: height「高い」、eight「8」。,環境,3,true
leap_ja_0916,英語,英単語 LEAP 和訳,2学期,範囲A,次の英単語の意味として最も適切なものを選びなさい: distant,遠い,遺産〈不可算〉,①用語，言葉 ②（long［short］などを伴い）期間，学期，任期 ③（be on ～ －s）（～の）間柄（である） ④（複数形）（契約などの）条件,①～を放送する ②（ 1 回の）放送,① ～を混乱させる，困惑させる ②（A with［and］ B） （A）を（Bと）混同する,（強い）願望，野望,（of ～）（～とは）無関係に,①軌道 ②（惑星などが）～を周回する,1,distant は「遠い」という意味で使われます。 語源メモ: dis-「否定、離れて、強意」。,環境,3,true
leap_ja_0917,英語,英単語 LEAP 和訳,2学期,範囲B,次の英単語の意味として最も適切なものを選びなさい: remote,①（地理的に）へんぴな ②（時間，関係などが）遠い,①台本，脚本 ②（ある言語の）文字 ③（手書きの）文字,ことわざ,①～を証明する ②（to be ～）～だとわかる,～をうんざりさせる，退屈させる,①自信 ②（in ～）（～に対する）信頼,①～の価値がある ②（－ doing）（～する）価値がある ③ 価値，（～）相当,①（ロケットなど）を打ち上げる ②（運動，事業など）を始める ③打ち上げ，開始，発売,1,remote は「①（地理的に）へんぴな ②（時間，関係などが）遠い」という意味で使われます。 語源メモ: re(後ろ)とmovere(動く)。,IT,3,true
leap_ja_0918,英語,英単語 LEAP 和訳,2学期,範囲C,次の英単語の意味として最も適切なものを選びなさい: locate,①（be －d）～に位置している，ある ②～の場所を見つける,話,流暢な,～を宣伝する,① ～を欲求不満にさせる ②（計画など）を挫折させる,勇気,①（調査，人の話など）によれば ②（能力など）に応じて,①試み ②（to do）（～しようと）試みる,1,locate は「①（be －d）～に位置している，ある ②～の場所を見つける」という意味で使われます。 語源メモ: locus(場所)。,経済,3,true
leap_ja_0919,英語,英単語 LEAP 和訳,2学期,範囲D,次の英単語の意味として最も適切なものを選びなさい: occupy,～を占める,①文学 ②文献 （①②ともに〈不可算〉）,①～を翻訳する ②（into ～）（結果として）～に変わる,①～を求める ②（to do）～しようと努める,～を失望させる,（人，物）を無視する,①～を提案する ②（to ～）（～に）結婚を申し込む,①能力 ②容量，収容力,1,occupy は「～を占める」という意味で使われます。 語源メモ: ob (“～に”) + capere (“取る、手にする”)。,経済,3,true
leap_ja_0920,英語,英単語 LEAP 和訳,2学期,範囲E,次の英単語の意味として最も適切なものを選びなさい: surround,～を取り囲む，包囲する,悲劇〈可算〉,①～を定義する ②～を規定する,①～を楽しませる ② ～をもてなす,～に恥ずかしい思いをさせる，困惑させる,（A to B） ①（A）は（B の）おかげだ ②（A）を（B に）借りている,①～を（強く）要求する ②（for ～）（～への）要求，需要,①（of ～）（～する）力がある ②有能な,1,surround は「～を取り囲む，包囲する」という意味で使われます。 語源メモ: sur「超えて」unda「波」。,IT,3,true
leap_ja_0921,英語,英単語 LEAP 和訳,2学期,範囲A,次の英単語の意味として最も適切なものを選びなさい: classical,①（音楽，バレエ，ダンスなどで）クラシックの ②古典的な,詩〈不可算〉,①～を解釈する ②～を通訳する ③通訳する,～を楽しませる,恥ずかしい,①恐怖 ② ～を恐れる ③ ～を心配する,①願望 ②～を強く望む,①（人が主語）～を達成する ②（物，人が主語）～に到達する,1,classical は「①（音楽，バレエ，ダンスなどで）クラシックの ②古典的な」という意味で使われます。 語源メモ: class「分ける」。,IT,3,true
leap_ja_0922,英語,英単語 LEAP 和訳,2学期,範囲B,次の英単語の意味として最も適切なものを選びなさい: civilization,文明,伝記,①～を引用する ② ～に価格を提示する,～を引きつける，魅了する,不安な，胸騒ぎがする,方法,①（意見や考えなど）を退ける ②～を解雇する,①必死の ②（状況が）絶望的な,1,civilization は「文明」という意味で使われます。 語源メモ: -ation「すること、するもの」、-tion「こと、もの」。,経済,3,true
leap_ja_0923,英語,英単語 LEAP 和訳,2学期,範囲C,次の英単語の意味として最も適切なものを選びなさい: heritage,遺産〈不可算〉,①用語，言葉 ②（long［short］などを伴い）期間，学期，任期 ③（be on ～ －s）（～の）間柄（である） ④（複数形）（契約などの）条件,文字どおりに,～を魅了する，～にとても興味をもたせる,ためらう,①（情報伝達）手段，媒体，メディア ② 中間の,～を祝福する,①苦闘する，もがく ②苦闘，もがくこと〈可算〉,1,heritage は「遺産〈不可算〉」という意味で使われます。 語源メモ: herit「受け継ぐ」age「こと」。,IT,3,true
leap_ja_0924,英語,英単語 LEAP 和訳,2学期,範囲D,次の英単語の意味として最も適切なものを選びなさい: script,①台本，脚本 ②（ある言語の）文字 ③（手書きの）文字,ことわざ,①（データなどが）～を示す ②～を指し示す,①（be －ed in ～）～に没頭する ②～を吸収する,（to do）（～するのは）気が進まない,①手段〈単複同形〉 ②（特定な表現で）財産，収入,栄光,（A to B）（A）を（B に）ささげる,1,script は「①台本，脚本 ②（ある言語の）文字 ③（手書きの）文字」という意味で使われます。 語源メモ: scribo（書く）→skreybh-（引っかく）。,IT,3,true
leap_ja_0925,英語,英単語 LEAP 和訳,2学期,範囲E,次の英単語の意味として最も適切なものを選びなさい: tale,話,流暢な,～を明らかにする，暴露する,①好きで ② 懐かしい,震える,程度,①褒め言葉，賛辞 ②～を褒める,①苦痛 ②（複数形）苦労,1,tale は「話」という意味で使われます。,経済,3,true
leap_ja_0926,英語,英単語 LEAP 和訳,2学期,範囲A,次の英単語の意味として最も適切なものを選びなさい: literature,①文学 ②文献 （①②ともに〈不可算〉）,①～を翻訳する ②（into ～）（結果として）～に変わる,～を発表する,～をおびえさせる,①自慢する ②（場所や組織が）～を誇りにしている,極度に，非常に,①宴会，祝宴 ②とても楽しいこと，喜ばせるもの,①（心身の）負担，無理 ②（目や筋肉など）を痛める,1,literature は「①文学 ②文献 （①②ともに〈不可算〉）」という意味で使われます。 語源メモ: -ture「こと、もの」。,環境,3,true
leap_ja_0927,英語,英単語 LEAP 和訳,2学期,範囲B,次の英単語の意味として最も適切なものを選びなさい: tragedy,悲劇〈可算〉,①～を定義する ②～を規定する,①～を放送する ②（ 1 回の）放送,①～をぎょっとさせる ② 恐怖，不安,（of ～）（～に）嫉妬した,①全体の ②（a －）まったくの ③合計,①～を宣言する ②（税関や税務署で）～を申告する,①治療法，治療薬 ②改善策，対策（① ② いずれも〈可算〉）,1,tragedy は「悲劇〈可算〉」という意味で使われます。 語源メモ: tragos（雄やぎ）＋oide（歌）ギリシア悲劇である怪物（半身やぎ）を歌ったことから。,経済,3,true
leap_ja_0928,英語,英単語 LEAP 和訳,2学期,範囲C,次の英単語の意味として最も適切なものを選びなさい: poetry,詩〈不可算〉,①～を解釈する ②～を通訳する ③通訳する,①～を証明する ②（to be ～）～だとわかる,～を驚かせる,①～を羨ましく思う ② 羨望,①大部分は ②主に,～を（はっきり）示す，実演する,（ひどい）疲労〈不可算〉,1,poetry は「詩〈不可算〉」という意味で使われます。,環境,3,true
leap_ja_0929,英語,英単語 LEAP 和訳,2学期,範囲D,次の英単語の意味として最も適切なものを選びなさい: biography,伝記,①～を引用する ② ～に価格を提示する,～を宣伝する,（長期にわたって）～をいらいらさせる,①叫ぶ，大声をあげる ②叫び，わめき声,適度な，節度のある,①～を強調する ②呼び物，目玉商品，ハイライト,（病的な）肥満,1,biography は「伝記」という意味で使われます。 語源メモ: bios（人生）＋grapho（書く）。,経済,3,true
leap_ja_0930,英語,英単語 LEAP 和訳,2学期,範囲E,次の英単語の意味として最も適切なものを選びなさい: term,①用語，言葉 ②（long［short］などを伴い）期間，学期，任期 ③（be on ～ －s）（～の）間柄（である） ④（複数形）（契約などの）条件,文字どおりに,①～を求める ②（to do）～しようと努める,①～を当惑させる ②難問，パズル,①（人）を尊敬する ②（物）を尊重する ③（for ～）（～に対する）尊敬，尊重 ④（in －）点,いくぶん,（暗に）～を意味する，ほのめかす,看護,1,term は「①用語，言葉 ②（long［short］などを伴い）期間，学期，任期 ③（be on ～ －s）（～の）間柄（である） ④（複数形）（契約などの）条件」という意味で使われます。 語源メモ: 範囲が限られていること（terminus）。,経済,3,true
leap_ja_0931,英語,英単語 LEAP 和訳,2学期,範囲A,次の英単語の意味として最も適切なものを選びなさい: proverb,ことわざ,①（データなどが）～を示す ②～を指し示す,①～を楽しませる ② ～をもてなす,① ～を混乱させる，困惑させる ②（A with［and］ B） （A）を（Bと）混同する,絶望,かすかな,～を暗唱する,①（病気が）末期の ②終着［始発］駅（の建物），ターミナルビル,1,proverb は「ことわざ」という意味で使われます。 語源メモ: pro(前)+verbum(言葉)。,環境,3,true
